Team1,Score,Team2,Competition,Map,Date,Page,Team 1 Score,Team 2 Score,Winning Team,Losing Team,Margin,Total Rounds,Game Type
FURIA,16-12,fnatic,DreamHackMastersDallas2019,Nuke,2019-05-30,39,16,12,FURIA,fnatic,4,28,16
North,16-3 ,Windigo,DreamHackMastersDallas2019,Overpass,2019-05-30,39,16,3,North,Windigo,13,19,16
North,25-22,Windigo,DreamHackMastersDallas2019,Dust2,2019-05-30,39,25,22,North,Windigo,3,47,25
INTZ,16-11,Peeker'sAdvantage,IEMChicago2019NorthAmericaOpenQualifier#1,mrg,2019-05-30,39,16,11,INTZ,Peeker'sAdvantage,5,27,16
TeamOne,13-16,ATK,IEMChicago2019NorthAmericaOpenQualifier#1,inf,2019-05-30,39,13,16,ATK,TeamOne,3,29,16
Luminosity,16-6,PolarAce,IEMChicago2019NorthAmericaOpenQualifier#1,mrg,2019-05-30,39,16,6,Luminosity,PolarAce,10,22,16
Chrisandtheboys,16-10,Grizzlys,IEMChicago2019NorthAmericaOpenQualifier#1,ovp,2019-05-30,39,16,10,Chrisandtheboys,Grizzlys,6,26,16
GoodGamePR,16-19,TheQuest,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,nuke,2019-05-30,39,16,19,TheQuest,GoodGamePR,3,35,19
Rugratz,17-19,BadNewsBears,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,inf,2019-05-30,39,17,19,BadNewsBears,Rugratz,2,36,19
paiN,13-16,TriboFu,BrasilGameShow2019,inf,2019-05-30,39,13,16,TriboFu,paiN,3,29,16
ENCE,16-11,G2,DreamHackMastersDallas2019,Train,2019-05-30,39,16,11,ENCE,G2,5,27,16
ENCE,8-16 ,G2,DreamHackMastersDallas2019,Dust2,2019-05-30,39,8,16,G2,ENCE,8,24,16
ENCE,16-6 ,G2,DreamHackMastersDallas2019,Nuke,2019-05-30,39,16,6,ENCE,G2,10,22,16
DETONA,16-4,REDCanids,BrasilGameShow2019,trn,2019-05-30,39,16,4,DETONA,REDCanids,12,20,16
Santos,16-7,Reapers,BrasilGameShow2019,mrg,2019-05-30,39,16,7,Santos,Reapers,9,23,16
Vitality,16-8 ,NiP,DreamHackMastersDallas2019,Overpass,2019-05-30,39,16,8,Vitality,NiP,8,24,16
Vitality,16-14,NiP,DreamHackMastersDallas2019,Dust2,2019-05-30,39,16,14,Vitality,NiP,2,30,16
PartyAstronauts,16-1,NewEnglandWhalers,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,trn,2019-05-30,39,16,1,PartyAstronauts,NewEnglandWhalers,15,17,16
NewIdentity,16-3,Lowkey,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,ovp,2019-05-30,39,16,3,NewIdentity,Lowkey,13,19,16
BadNewsBears,22-19,shootback,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,mrg,2019-05-30,39,22,19,BadNewsBears,shootback,3,41,22
TheQuest,19-16,ETHEREAL,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,nuke,2019-05-30,39,19,16,TheQuest,ETHEREAL,3,35,19
NewEnglandWhalers,16-14,BustDown,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,mrg,2019-05-30,39,16,14,NewEnglandWhalers,BustDown,2,30,16
W7M,22-25,REDCanids,BrasilGameShow2019,ovp,2019-05-30,39,22,25,REDCanids,W7M,3,47,25
Rugratz,16-10,NoCap,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,inf,2019-05-30,39,16,10,Rugratz,NoCap,6,26,16
absolutemadlads,13-16,GoodGamePR,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,ovp,2019-05-30,39,13,16,GoodGamePR,absolutemadlads,3,29,16
NewIdentity,16-6,LiviD,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,mrg,2019-05-29,39,16,6,NewIdentity,LiviD,10,22,16
ThunderLogic,3-16,PartyAstronauts,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,ovp,2019-05-29,39,3,16,PartyAstronauts,ThunderLogic,13,19,16
Lowkey,16-2,GlizzyGang,AmericasMinorNorthAmericaOpenQualifier2-StarLadderMajor2019,nuke,2019-05-29,39,16,2,Lowkey,GlizzyGang,14,18,16
Maknitude,16-11,Chaos,EuropeMinorOpenQualifier2-StarLadderMajor2019,Train,2019-05-29,39,16,11,Maknitude,Chaos,5,27,16
Maknitude,11-16,Chaos,EuropeMinorOpenQualifier2-StarLadderMajor2019,Overpass,2019-05-29,39,11,16,Chaos,Maknitude,5,27,16
Maknitude,16-10,Chaos,EuropeMinorOpenQualifier2-StarLadderMajor2019,Inferno,2019-05-29,39,16,10,Maknitude,Chaos,6,26,16
NRG,10-16,Cloud9,DreamHackMastersDallas2019,Dust2,2019-05-29,39,10,16,Cloud9,NRG,6,26,16
NRG,16-11,Cloud9,DreamHackMastersDallas2019,Train,2019-05-29,39,16,11,NRG,Cloud9,5,27,16
NRG,16-3 ,Cloud9,DreamHackMastersDallas2019,Mirage,2019-05-29,39,16,3,NRG,Cloud9,13,19,16
Isurus,16-13,Renegades,DreamHackMastersDallas2019,Dust2,2019-05-29,39,16,13,Isurus,Renegades,3,29,16
Isurus,4-16 ,Renegades,DreamHackMastersDallas2019,Mirage,2019-05-29,39,4,16,Renegades,Isurus,12,20,16
Isurus,5-16 ,Renegades,DreamHackMastersDallas2019,Inferno,2019-05-29,39,5,16,Renegades,Isurus,11,21,16
Epsilon,8-16 ,GamerLegion,EuropeMinorOpenQualifier2-StarLadderMajor2019,Inferno,2019-05-29,39,8,16,GamerLegion,Epsilon,8,24,16
Epsilon,17-19,GamerLegion,EuropeMinorOpenQualifier2-StarLadderMajor2019,Dust2,2019-05-29,39,17,19,GamerLegion,Epsilon,2,36,19
forZe,10-16,Sprout,ESEAMDLSeason31Europe,mrg,2019-05-29,39,10,16,Sprout,forZe,6,26,16
FrenchFrogs,12-16,Chaos,EuropeMinorOpenQualifier2-StarLadderMajor2019,inf,2019-05-29,39,12,16,Chaos,FrenchFrogs,4,28,16
STEP,7-16,Maknitude,EuropeMinorOpenQualifier2-StarLadderMajor2019,mrg,2019-05-29,39,7,16,Maknitude,STEP,9,23,16
GamerLegion,16-5,NexusAcademy,EuropeMinorOpenQualifier2-StarLadderMajor2019,mrg,2019-05-29,39,16,5,GamerLegion,NexusAcademy,11,21,16
MegaWonsz9,7-16,Epsilon,EuropeMinorOpenQualifier2-StarLadderMajor2019,trn,2019-05-29,39,7,16,Epsilon,MegaWonsz9,9,23,16
IzakoBoars,20-22,forZe,ESEAMDLSeason31Europe,inf,2019-05-29,39,20,22,forZe,IzakoBoars,2,42,22
BuzzKill,14-16,NexusAcademy,EuropeMinorOpenQualifier2-StarLadderMajor2019,d2,2019-05-29,39,14,16,NexusAcademy,BuzzKill,2,30,16
AGO,13-16,STEP,EuropeMinorOpenQualifier2-StarLadderMajor2019,trn,2019-05-29,39,13,16,STEP,AGO,3,29,16
Chaos,16-5,Youngsters,EuropeMinorOpenQualifier2-StarLadderMajor2019,inf,2019-05-29,39,16,5,Chaos,Youngsters,11,21,16
Giants,13-16,GamerLegion,EuropeMinorOpenQualifier2-StarLadderMajor2019,d2,2019-05-29,39,13,16,GamerLegion,Giants,3,29,16
x-kom,9-16,Epsilon,EuropeMinorOpenQualifier2-StarLadderMajor2019,mrg,2019-05-29,39,9,16,Epsilon,x-kom,7,25,16
LDLC,8-16,Maknitude,EuropeMinorOpenQualifier2-StarLadderMajor2019,nuke,2019-05-29,39,8,16,Maknitude,LDLC,8,24,16
Endpoint,5-16,FrenchFrogs,EuropeMinorOpenQualifier2-StarLadderMajor2019,mrg,2019-05-29,39,5,16,FrenchFrogs,Endpoint,11,21,16
MegaWonsz9,16-3,Lilmix,EuropeMinorOpenQualifier2-StarLadderMajor2019,mrg,2019-05-29,39,16,3,MegaWonsz9,Lilmix,13,19,16
Spirit,16-10,ALTERNATEaTTaX,ESEAMDLSeason31Europe,vtg,2019-05-29,39,16,10,Spirit,ALTERNATEaTTaX,6,26,16
forZe,6-16,Epsilon,ESEAMDLSeason31Europe,trn,2019-05-29,39,6,16,Epsilon,forZe,10,22,16
Ignis,8-16 ,MVPPK,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Mirage,2019-05-29,39,8,16,MVPPK,Ignis,8,24,16
Ignis,7-16 ,MVPPK,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Overpass,2019-05-29,39,7,16,MVPPK,Ignis,9,23,16
D13,5-16 ,Updraft,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Nuke,2019-05-29,39,5,16,Updraft,D13,11,21,16
D13,7-16 ,Updraft,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Inferno,2019-05-29,39,7,16,Updraft,D13,9,23,16
Nordavind,16-11,Nemiga,UCCSummerSmash,Inferno,2019-05-29,39,16,11,Nordavind,Nemiga,5,27,16
Nordavind,16-9 ,Nemiga,UCCSummerSmash,Overpass,2019-05-29,39,16,9,Nordavind,Nemiga,7,25,16
Chiefs,16-8,ex-Athletico,ESEAMDLSeason31Australia,trn,2019-05-29,39,16,8,Chiefs,ex-Athletico,8,24,16
Absolute,16-19,Mazaalai,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Dust2,2019-05-29,39,16,19,Mazaalai,Absolute,3,35,19
Absolute,10-16,Mazaalai,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Inferno,2019-05-29,39,10,16,Mazaalai,Absolute,6,26,16
ahq,16-19,TheMongolz,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Mirage,2019-05-29,39,16,19,TheMongolz,ahq,3,35,19
ahq,10-16,TheMongolz,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Inferno,2019-05-29,39,10,16,TheMongolz,ahq,6,26,16
ex-Athletico,16-9,Rooster,ESEAMDLSeason31Australia,inf,2019-05-29,39,16,9,ex-Athletico,Rooster,7,25,16
MVPPK,16-9 ,Updraft,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Mirage,2019-05-29,39,16,9,MVPPK,Updraft,7,25,16
MVPPK,16-6 ,Updraft,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Dust2,2019-05-29,39,16,6,MVPPK,Updraft,10,22,16
Ignis,16-7 ,D13,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Train,2019-05-29,39,16,7,Ignis,D13,9,23,16
Ignis,16-2 ,D13,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Mirage,2019-05-29,39,16,2,Ignis,D13,14,18,16
Mazaalai,16-12,TheMongolz,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Inferno,2019-05-29,39,16,12,Mazaalai,TheMongolz,4,28,16
Mazaalai,13-16,TheMongolz,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Mirage,2019-05-29,39,13,16,TheMongolz,Mazaalai,3,29,16
Mazaalai,16-12,TheMongolz,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Overpass,2019-05-29,39,16,12,Mazaalai,TheMongolz,4,28,16
Absolute,16-11,ahq,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Dust2,2019-05-29,39,16,11,Absolute,ahq,5,27,16
Absolute,16-14,ahq,AsiaMinorEastAsiaClosedQualifier-StarLadderMajor2019,Mirage,2019-05-29,39,16,14,Absolute,ahq,2,30,16
Volta7,16-3 ,aiMMode,AorusLeague2019#2NorthernCone,Overpass,2019-05-29,39,16,3,Volta7,aiMMode,13,19,16
Volta7,16-6 ,aiMMode,AorusLeague2019#2NorthernCone,Nuke,2019-05-29,39,16,6,Volta7,aiMMode,10,22,16
NiP,6-16 ,FaZe,DreamHackMastersDallas2019,Dust2,2019-05-29,39,6,16,FaZe,NiP,10,22,16
NiP,7-16 ,FaZe,DreamHackMastersDallas2019,Nuke,2019-05-29,39,7,16,FaZe,NiP,9,23,16
Mythic,4-16,Ascent,ESEAMDLSeason31NorthAmerica,inf,2019-05-29,39,4,16,Ascent,Mythic,12,20,16
TeamOne,16-5,Prospects,ESEAMDLSeason31NorthAmerica,trn,2019-05-29,39,16,5,TeamOne,Prospects,11,21,16
TheQuest,16-11,Mythic,ESEAMDLSeason31NorthAmerica,inf,2019-05-29,39,16,11,TheQuest,Mythic,5,27,16
TYLOO,9-16 ,Windigo,DreamHackMastersDallas2019,Inferno,2019-05-29,39,9,16,Windigo,TYLOO,7,25,16
TYLOO,4-16 ,Windigo,DreamHackMastersDallas2019,Overpass,2019-05-29,39,4,16,Windigo,TYLOO,12,20,16
TeamOne,8-16,ThunderLogic,ESEAMDLSeason31NorthAmerica,trn,2019-05-29,39,8,16,ThunderLogic,TeamOne,8,24,16
Singularity,16-4,ATK,ESEAMDLSeason31NorthAmerica,inf,2019-05-29,39,16,4,Singularity,ATK,12,20,16
Liquid,16-11,North,DreamHackMastersDallas2019,Nuke,2019-05-29,39,16,11,Liquid,North,5,27,16
Liquid,16-12,North,DreamHackMastersDallas2019,Mirage,2019-05-29,39,16,12,Liquid,North,4,28,16
LucidDream,5-16 ,Vitality,DreamHackMastersDallas2019,Dust2,2019-05-29,39,5,16,Vitality,LucidDream,11,21,16
LucidDream,1-16 ,Vitality,DreamHackMastersDallas2019,Nuke,2019-05-29,39,1,16,Vitality,LucidDream,15,17,16
paiN,3-16 ,W7M,AorusLeague2019#2Brazil,Nuke,2019-05-29,39,3,16,W7M,paiN,13,19,16
paiN,16-11,W7M,AorusLeague2019#2Brazil,Vertigo,2019-05-29,39,16,11,paiN,W7M,5,27,16
paiN,16-9 ,W7M,AorusLeague2019#2Brazil,Inferno,2019-05-29,39,16,9,paiN,W7M,7,25,16
fnatic,16-7,Cloud9,DreamHackMastersDallas2019,trn,2019-05-29,39,16,7,fnatic,Cloud9,9,23,16
DETONA,16-4,RedemptionPOA,BrasilGameShow2019,mrg,2019-05-28,39,16,4,DETONA,RedemptionPOA,12,20,16
NRG,7-16,FURIA,DreamHackMastersDallas2019,ovp,2019-05-28,39,7,16,FURIA,NRG,9,23,16
Renegades,17-19,G2,DreamHackMastersDallas2019,trn,2019-05-28,39,17,19,G2,Renegades,2,36,19
ENCE,16-4,Isurus,DreamHackMastersDallas2019,inf,2019-05-28,39,16,4,ENCE,Isurus,12,20,16
Goliath,13-16,Energy,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Inferno,2019-05-28,39,13,16,Energy,Goliath,3,29,16
Goliath,16-5 ,Energy,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Nuke,2019-05-28,39,16,5,Goliath,Energy,11,21,16
Goliath,11-16,Energy,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Train,2019-05-28,39,11,16,Energy,Goliath,5,27,16
Warthox,14-16,HealthPoint,CISMinorOpenQualifier2-StarLadderMajor2019,Dust2,2019-05-28,39,14,16,HealthPoint,Warthox,2,30,16
Warthox,16-5 ,HealthPoint,CISMinorOpenQualifier2-StarLadderMajor2019,Nuke,2019-05-28,39,16,5,Warthox,HealthPoint,11,21,16
Warthox,16-6 ,HealthPoint,CISMinorOpenQualifier2-StarLadderMajor2019,Inferno,2019-05-28,39,16,6,Warthox,HealthPoint,10,22,16
FaZe,16-7,Windigo,DreamHackMastersDallas2019,d2,2019-05-28,39,16,7,FaZe,Windigo,9,23,16
NiP,16-13,TYLOO,DreamHackMastersDallas2019,d2,2019-05-28,40,16,13,NiP,TYLOO,3,29,16
NorBant,11-16,NOTBAD,CISMinorOpenQualifier2-StarLadderMajor2019,Mirage,2019-05-28,40,11,16,NOTBAD,NorBant,5,27,16
NorBant,2-16 ,NOTBAD,CISMinorOpenQualifier2-StarLadderMajor2019,Dust2,2019-05-28,40,2,16,NOTBAD,NorBant,14,18,16
Vitality,14-16,North,DreamHackMastersDallas2019,ovp,2019-05-28,40,14,16,North,Vitality,2,30,16
Liquid,16-7,LucidDream,DreamHackMastersDallas2019,d2,2019-05-28,40,16,7,Liquid,LucidDream,9,23,16
NONAME,13-16,HealthPoint,CISMinorOpenQualifier2-StarLadderMajor2019,inf,2019-05-28,40,13,16,HealthPoint,NONAME,3,29,16
LOG,14-16,NOTBAD,CISMinorOpenQualifier2-StarLadderMajor2019,mrg,2019-05-28,40,14,16,NOTBAD,LOG,2,30,16
buaksib,14-16,Warthox,CISMinorOpenQualifier2-StarLadderMajor2019,inf,2019-05-28,40,14,16,Warthox,buaksib,2,30,16
NorBant,16-14,Shumakov,CISMinorOpenQualifier2-StarLadderMajor2019,mrg,2019-05-28,40,16,14,NorBant,Shumakov,2,30,16
Energy,16-13,Sinister5,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Train,2019-05-28,40,16,13,Energy,Sinister5,3,29,16
Energy,16-6 ,Sinister5,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Overpass,2019-05-28,40,16,6,Energy,Sinister5,10,22,16
Chaos,16-13,Virtus.pro,UCCSummerSmash,Train,2019-05-28,40,16,13,Chaos,Virtus.pro,3,29,16
Chaos,16-11,Virtus.pro,UCCSummerSmash,Dust2,2019-05-28,40,16,11,Chaos,Virtus.pro,5,27,16
DINQ,11-16,Justice,ESEAMDLSeason31Australia,mrg,2019-05-28,40,11,16,Justice,DINQ,5,27,16
Fanta,0-1,ex-Athletico,ESEAMDLSeason31Australia,-,2019-05-28,40,0,1,ex-Athletico,Fanta,1,1,1
Infinity,16-4 ,lowmangoes,AorusLeague2019#2NorthernCone,Train,2019-05-28,40,16,4,Infinity,lowmangoes,12,20,16
Infinity,16-8 ,lowmangoes,AorusLeague2019#2NorthernCone,Mirage,2019-05-28,40,16,8,Infinity,lowmangoes,8,24,16
BadNewsBears,16-2,Variance,ESEAMDLSeason31NorthAmerica,ovp,2019-05-28,40,16,2,BadNewsBears,Variance,14,18,16
BLITZKRIEG,13-16,ATK,ESEAMDLSeason31NorthAmerica,d2,2019-05-28,40,13,16,ATK,BLITZKRIEG,3,29,16
BadNewsBears,16-3,ThunderLogic,ESEAMDLSeason31NorthAmerica,inf,2019-05-28,40,16,3,BadNewsBears,ThunderLogic,13,19,16
Inflames,16-14,W7M,AorusLeague2019#2Brazil,Inferno,2019-05-28,40,16,14,Inflames,W7M,2,30,16
Inflames,8-16 ,W7M,AorusLeague2019#2Brazil,Overpass,2019-05-28,40,8,16,W7M,Inflames,8,24,16
Inflames,12-16,W7M,AorusLeague2019#2Brazil,Mirage,2019-05-28,40,12,16,W7M,Inflames,4,28,16
TOLY,13-16,Sinister5,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Train,2019-05-27,40,13,16,Sinister5,TOLY,3,29,16
TOLY,6-16 ,Sinister5,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Dust2,2019-05-27,40,6,16,Sinister5,TOLY,10,22,16
Energy,8-16 ,Goliath,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Nuke,2019-05-27,40,8,16,Goliath,Energy,8,24,16
Energy,8-16 ,Goliath,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Overpass,2019-05-27,40,8,16,Goliath,Energy,8,24,16
Epsilon,16-8,expert,ESEAMDLSeason31Europe,ovp,2019-05-27,40,16,8,Epsilon,expert,8,24,16
Sinister5,16-11,Big5,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Dust2,2019-05-27,40,16,11,Sinister5,Big5,5,27,16
Sinister5,7-16 ,Big5,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Mirage,2019-05-27,40,7,16,Big5,Sinister5,9,23,16
Sinister5,16-10,Big5,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Overpass,2019-05-27,40,16,10,Sinister5,Big5,6,26,16
IzakoBoars,12-16,Chaos,GameAgentsLeagueSeason3,inf,2019-05-27,40,12,16,Chaos,IzakoBoars,4,28,16
Virtus.pro,13-16,CR4ZY,ESEAMDLSeason31Europe,d2,2019-05-27,40,13,16,CR4ZY,Virtus.pro,3,29,16
AGO,13-16,HAVU,ESEAMDLSeason31Europe,trn,2019-05-27,40,13,16,HAVU,AGO,3,29,16
Chaos,11-16,expert,ESEAMDLSeason31Europe,trn,2019-05-27,40,11,16,expert,Chaos,5,27,16
GamerLegion,12-16,MovistarRiders,ESEAMDLSeason31Europe,inf,2019-05-27,40,12,16,MovistarRiders,GamerLegion,4,28,16
SJ,9-16,Ancient,GameAgentsLeagueSeason3,nuke,2019-05-27,40,9,16,Ancient,SJ,7,25,16
TOLY,10-16,Exdee,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Mirage,2019-05-27,40,10,16,Exdee,TOLY,6,26,16
TOLY,16-9 ,Exdee,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Dust2,2019-05-27,40,16,9,TOLY,Exdee,7,25,16
TOLY,19-16,Exdee,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Train,2019-05-27,40,19,16,TOLY,Exdee,3,35,19
Syman,7-16,expert,GameAgentsLeagueSeason3,mrg,2019-05-27,40,7,16,expert,Syman,9,23,16
Virtus.pro,19-17,ALTERNATEaTTaX,ESEAMDLSeason31Europe,trn,2019-05-27,40,19,17,Virtus.pro,ALTERNATEaTTaX,2,36,19
Ancient,11-16,x-kom,UCCSummerSmash,Nuke,2019-05-27,40,11,16,x-kom,Ancient,5,27,16
Ancient,16-11,x-kom,UCCSummerSmash,Overpass,2019-05-27,40,16,11,Ancient,x-kom,5,27,16
Ancient,13-16,x-kom,UCCSummerSmash,Mirage,2019-05-27,40,13,16,x-kom,Ancient,3,29,16
ORDER,16-2,ex-Athletico,ESEAMDLSeason31Australia,nuke,2019-05-27,40,16,2,ORDER,ex-Athletico,14,18,16
ORDER,16-13,rewound,ESEAMDLSeason31Australia,inf,2019-05-27,40,16,13,ORDER,rewound,3,29,16
Chiefs,16-13,SYF,ESEAMDLSeason31Australia,inf,2019-05-27,40,16,13,Chiefs,SYF,3,29,16
Genuine,8-16,ORDER,ESEAMDLSeason31Australia,nuke,2019-05-27,40,8,16,ORDER,Genuine,8,24,16
Grayhound,16-6,rewound,ESEAMDLSeason31Australia,mrg,2019-05-27,40,16,6,Grayhound,rewound,10,22,16
GoodGamePR,5-16 ,TeamOne,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,Train,2019-05-27,40,5,16,TeamOne,GoodGamePR,11,21,16
GoodGamePR,16-19,TeamOne,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,Overpass,2019-05-27,40,16,19,TeamOne,GoodGamePR,3,35,19
Lazarus,16-14,TheQuest,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,Dust2,2019-05-27,40,16,14,Lazarus,TheQuest,2,30,16
Lazarus,16-5 ,TheQuest,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,Nuke,2019-05-27,40,16,5,Lazarus,TheQuest,11,21,16
Vitality,16-9 ,Liquid,cs_summit4,Nuke,2019-05-27,40,16,9,Vitality,Liquid,7,25,16
Vitality,16-13,Liquid,cs_summit4,Overpass,2019-05-27,40,16,13,Vitality,Liquid,3,29,16
NewIdentity,20-22,TeamOne,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,ovp,2019-05-27,40,20,22,TeamOne,NewIdentity,2,42,22
Peeker'sAdvantage,11-16,GoodGamePR,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,inf,2019-05-27,40,11,16,GoodGamePR,Peeker'sAdvantage,5,27,16
Lowkey,8-16,TheQuest,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,ovp,2019-05-27,40,8,16,TheQuest,Lowkey,8,24,16
Lazarus,16-8,Sadbots,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,nuke,2019-05-27,40,16,8,Lazarus,Sadbots,8,24,16
TheQuest,16-9,fulfill,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,nuke,2019-05-27,40,16,9,TheQuest,fulfill,7,25,16
ThunderLogic,12-16,Sadbots,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,inf,2019-05-27,40,12,16,Sadbots,ThunderLogic,4,28,16
Royal,9-16,GoodGamePR,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,trn,2019-05-27,40,9,16,GoodGamePR,Royal,7,25,16
TeamOne,16-8,NewEnglandWhalers,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,trn,2019-05-27,40,16,8,TeamOne,NewEnglandWhalers,8,24,16
Infinity,4-16,Lowkey,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,nuke,2019-05-27,40,4,16,Lowkey,Infinity,12,20,16
Lazarus,16-9,BigFrames,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,inf,2019-05-27,40,16,9,Lazarus,BigFrames,7,25,16
Liquid,16-8 ,NRG,cs_summit4,Mirage,2019-05-26,40,16,8,Liquid,NRG,8,24,16
Liquid,16-8 ,NRG,cs_summit4,Overpass,2019-05-26,40,16,8,Liquid,NRG,8,24,16
NewIdentity,16-4,Onyx,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,mrg,2019-05-26,40,16,4,NewIdentity,Onyx,12,20,16
Apeks,5-16 ,Nordavind,TeliaLeagueSpring2019,Inferno,2019-05-26,40,5,16,Nordavind,Apeks,11,21,16
Apeks,19-16,Nordavind,TeliaLeagueSpring2019,Overpass,2019-05-26,40,19,16,Apeks,Nordavind,3,35,19
Apeks,16-9 ,Nordavind,TeliaLeagueSpring2019,Mirage,2019-05-26,40,16,9,Apeks,Nordavind,7,25,16
Peeker'sAdvantage,1-0,HentaiHooligans,AmericasMinorNorthAmericaOpenQualifier1-StarLadderMajor2019,-,2019-05-26,40,1,0,Peeker'sAdvantage,HentaiHooligans,1,1,1
Sinister5,16-6 ,ViNCO,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Inferno,2019-05-26,40,16,6,Sinister5,ViNCO,10,22,16
Sinister5,16-9 ,ViNCO,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Mirage,2019-05-26,40,16,9,Sinister5,ViNCO,7,25,16
TOLY,6-16 ,Goliath,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Inferno,2019-05-26,40,6,16,Goliath,TOLY,10,22,16
TOLY,11-16,Goliath,AsiaMinorCSAClosedQualifier-StarLadderMajor2019,Dust2,2019-05-26,40,11,16,Goliath,TOLY,5,27,16
Epsilon,16-14,Sprout,EuropeMinorOpenQualifier1-StarLadderMajor2019,Nuke,2019-05-26,40,16,14,Epsilon,Sprout,2,30,16
Epsilon,12-16,Sprout,EuropeMinorOpenQualifier1-StarLadderMajor2019,Overpass,2019-05-26,40,12,16,Sprout,Epsilon,4,28,16
Epsilon,0-16 ,Sprout,EuropeMinorOpenQualifier1-StarLadderMajor2019,Train,2019-05-26,40,0,16,Sprout,Epsilon,16,16,16
NASR,20-22,FFAmix,AsiaMinorMENAClosedQualifier-StarLadderMajor2019,Dust2,2019-05-26,40,20,22,FFAmix,NASR,2,42,22
NASR,25-23,FFAmix,AsiaMinorMENAClosedQualifier-StarLadderMajor2019,Nuke,2019-05-26,40,25,23,NASR,FFAmix,2,48,25
NASR,14-16,FFAmix,AsiaMinorMENAClosedQualifier-StarLadderMajor2019,Inferno,2019-05-26,40,14,16,FFAmix,NASR,2,30,16
W7M,16-11,DETONA,ESLLALeagueSeason4Finals,Nuke,2019-05-26,40,16,11,W7M,DETONA,5,27,16
W7M,16-4 ,DETONA,ESLLALeagueSeason4Finals,Inferno,2019-05-26,40,16,4,W7M,DETONA,12,20,16
