Team1,Score,Team2,Competition,Map,Date,Page,Team 1 Score,Team 2 Score,Winning Team,Losing Team,Margin,Total Rounds,Game Type
BigRods,7-16 ,Rebirth,Fragadelphia13,Overpass,2019-09-15,16,7,16,Rebirth,BigRods,9,23,16
Monstars,16-4 ,StompsMoneyCrew,Fragadelphia13,Mirage,2019-09-15,16,16,4,Monstars,StompsMoneyCrew,12,20,16
Monstars,16-7 ,StompsMoneyCrew,Fragadelphia13,Inferno,2019-09-15,16,16,7,Monstars,StompsMoneyCrew,9,23,16
FURIA,16-11,CR4ZY,ArcticInvitational,Vertigo,2019-09-14,17,16,11,FURIA,CR4ZY,5,27,16
FURIA,16-9 ,CR4ZY,ArcticInvitational,Mirage,2019-09-14,17,16,9,FURIA,CR4ZY,7,25,16
Estanbul,22-20,Sangal,ESLTurkeyChampionshipSummer2019Finals,Inferno,2019-09-14,17,22,20,Estanbul,Sangal,2,42,22
Estanbul,4-16 ,Sangal,ESLTurkeyChampionshipSummer2019Finals,Dust2,2019-09-14,17,4,16,Sangal,Estanbul,12,20,16
Estanbul,12-16,Sangal,ESLTurkeyChampionshipSummer2019Finals,Overpass,2019-09-14,17,12,16,Sangal,Estanbul,4,28,16
eSuba,14-16,Inside,FORTUNACOOLLeagueSeason6Finals,Mirage,2019-09-14,17,14,16,Inside,eSuba,2,30,16
eSuba,16-11,Inside,FORTUNACOOLLeagueSeason6Finals,Overpass,2019-09-14,17,16,11,eSuba,Inside,5,27,16
eSuba,16-8 ,Inside,FORTUNACOOLLeagueSeason6Finals,Nuke,2019-09-14,17,16,8,eSuba,Inside,8,24,16
forZe,13-16,AVANGAR,BLASTProSeriesMoscow2019,Overpass,2019-09-14,17,13,16,AVANGAR,forZe,3,29,16
forZe,16-12,AVANGAR,BLASTProSeriesMoscow2019,Inferno,2019-09-14,17,16,12,forZe,AVANGAR,4,28,16
forZe,6-16 ,AVANGAR,BLASTProSeriesMoscow2019,Dust2,2019-09-14,17,6,16,AVANGAR,forZe,10,22,16
OFFSET,16-14,eXploit,LPCSSummerSplitFinals,Inferno,2019-09-14,17,16,14,OFFSET,eXploit,2,30,16
OFFSET,11-16,eXploit,LPCSSummerSplitFinals,Mirage,2019-09-14,17,11,16,eXploit,OFFSET,5,27,16
OFFSET,16-3 ,eXploit,LPCSSummerSplitFinals,Dust2,2019-09-14,17,16,3,OFFSET,eXploit,13,19,16
OFFSET,16-19,eXploit,LPCSSummerSplitFinals,Nuke,2019-09-14,17,16,19,eXploit,OFFSET,3,35,19
OFFSET,12-16,eXploit,LPCSSummerSplitFinals,Train,2019-09-14,17,12,16,eXploit,OFFSET,4,28,16
ALTERNATEaTTaX,16-9 ,UnicornsofLove,99DamageLeagueSeason12,Dust2,2019-09-14,17,16,9,ALTERNATEaTTaX,UnicornsofLove,7,25,16
ALTERNATEaTTaX,16-13,UnicornsofLove,99DamageLeagueSeason12,Train,2019-09-14,17,16,13,ALTERNATEaTTaX,UnicornsofLove,3,29,16
FATE,19-17,DZVER,A1GamingLeagueGrandFinals,Mirage,2019-09-14,17,19,17,FATE,DZVER,2,36,19
FATE,16-8 ,DZVER,A1GamingLeagueGrandFinals,Inferno,2019-09-14,17,16,8,FATE,DZVER,8,24,16
CR4ZY,14-16,SJ,ArcticInvitational,Inferno,2019-09-14,17,14,16,SJ,CR4ZY,2,30,16
CR4ZY,16-7 ,SJ,ArcticInvitational,Mirage,2019-09-14,17,16,7,CR4ZY,SJ,9,23,16
CR4ZY,16-14,SJ,ArcticInvitational,Dust2,2019-09-14,17,16,14,CR4ZY,SJ,2,30,16
Inside,5-16 ,Universe,FORTUNACOOLLeagueSeason6Finals,Inferno,2019-09-14,17,5,16,Universe,Inside,11,21,16
Inside,19-15,Universe,FORTUNACOOLLeagueSeason6Finals,Overpass,2019-09-14,17,19,15,Inside,Universe,4,34,19
Inside,16-13,Universe,FORTUNACOOLLeagueSeason6Finals,Mirage,2019-09-14,17,16,13,Inside,Universe,3,29,16
LOG,11-16,ArenaBulls,ESLTurkeyChampionshipSummer2019Finals,Nuke,2019-09-14,17,11,16,ArenaBulls,LOG,5,27,16
LOG,14-16,ArenaBulls,ESLTurkeyChampionshipSummer2019Finals,Mirage,2019-09-14,17,14,16,ArenaBulls,LOG,2,30,16
UnicornsofLove,16-13,PlayingDucks,99DamageLeagueSeason12,Inferno,2019-09-14,17,16,13,UnicornsofLove,PlayingDucks,3,29,16
UnicornsofLove,16-13,PlayingDucks,99DamageLeagueSeason12,Vertigo,2019-09-14,17,16,13,UnicornsofLove,PlayingDucks,3,29,16
NiP,1-0,NatusVincere,BLASTProSeriesMoscow2019,-,2019-09-14,17,1,0,NiP,NatusVincere,1,1,1
ENCE,13-16,AVANGAR,BLASTProSeriesMoscow2019,d2,2019-09-14,17,13,16,AVANGAR,ENCE,3,29,16
NatusVincere,9-16,NiP,BLASTProSeriesMoscow2019,nuke,2019-09-14,17,9,16,NiP,NatusVincere,7,25,16
forZe,9-16,MIBR,BLASTProSeriesMoscow2019,d2,2019-09-14,17,9,16,MIBR,forZe,7,25,16
BTRG,16-13,Beyond,ESLProLeagueSeason10ROAQualifier,Nuke,2019-09-14,17,16,13,BTRG,Beyond,3,29,16
BTRG,9-16 ,Beyond,ESLProLeagueSeason10ROAQualifier,Inferno,2019-09-14,17,9,16,Beyond,BTRG,7,25,16
BTRG,16-11,Beyond,ESLProLeagueSeason10ROAQualifier,Dust2,2019-09-14,17,16,11,BTRG,Beyond,5,27,16
reallyweird,13-16,FURY,ESLProLeagueSeason10OceaniaQualifier1,Mirage,2019-09-14,17,13,16,FURY,reallyweird,3,29,16
reallyweird,16-10,FURY,ESLProLeagueSeason10OceaniaQualifier1,Inferno,2019-09-14,17,16,10,reallyweird,FURY,6,26,16
reallyweird,16-8 ,FURY,ESLProLeagueSeason10OceaniaQualifier1,Overpass,2019-09-14,17,16,8,reallyweird,FURY,8,24,16
NiP,8-16,ENCE,BLASTProSeriesMoscow2019,d2,2019-09-14,17,8,16,ENCE,NiP,8,24,16
MIBR,9-16,AVANGAR,BLASTProSeriesMoscow2019,mrg,2019-09-14,17,9,16,AVANGAR,MIBR,7,25,16
NatusVincere,7-16,forZe,BLASTProSeriesMoscow2019,nuke,2019-09-14,17,7,16,forZe,NatusVincere,9,23,16
Goodfellas,16-2 ,CR@zYReB3L,WESG2019BruneiRegionalFinals,Vertigo,2019-09-14,17,16,2,Goodfellas,CR@zYReB3L,14,18,16
Goodfellas,16-10,CR@zYReB3L,WESG2019BruneiRegionalFinals,Inferno,2019-09-14,17,16,10,Goodfellas,CR@zYReB3L,6,26,16
FURIA,16-12,Cloud9,ArcticInvitational,Train,2019-09-14,17,16,12,FURIA,Cloud9,4,28,16
FURIA,16-10,Cloud9,ArcticInvitational,Mirage,2019-09-14,17,16,10,FURIA,Cloud9,6,26,16
expert,3-16 ,PlayingDucks,99DamageLeagueSeason12,Mirage,2019-09-14,17,3,16,PlayingDucks,expert,13,19,16
expert,19-17,PlayingDucks,99DamageLeagueSeason12,Nuke,2019-09-14,17,19,17,expert,PlayingDucks,2,36,19
expert,11-16,PlayingDucks,99DamageLeagueSeason12,Inferno,2019-09-14,17,11,16,PlayingDucks,expert,5,27,16
eSuba,16-13,DarkTigers,FORTUNACOOLLeagueSeason6Finals,Inferno,2019-09-14,17,16,13,eSuba,DarkTigers,3,29,16
eSuba,16-14,DarkTigers,FORTUNACOOLLeagueSeason6Finals,Mirage,2019-09-14,17,16,14,eSuba,DarkTigers,2,30,16
NatusVincere,12-16,AVANGAR,BLASTProSeriesMoscow2019,inf,2019-09-14,17,12,16,AVANGAR,NatusVincere,4,28,16
forZe,15-15,NiP,BLASTProSeriesMoscow2019,inf,2019-09-14,17,15,15,TIE,TIE,0,30,15
ENCE,15-15,MIBR,BLASTProSeriesMoscow2019,mrg,2019-09-14,17,15,15,TIE,TIE,0,30,15
KINGZZZ,7-16 ,mYinsanity,SwissGamingChallenge2019,Overpass,2019-09-14,17,7,16,mYinsanity,KINGZZZ,9,23,16
KINGZZZ,16-12,mYinsanity,SwissGamingChallenge2019,Mirage,2019-09-14,17,16,12,KINGZZZ,mYinsanity,4,28,16
KINGZZZ,16-8 ,mYinsanity,SwissGamingChallenge2019,Nuke,2019-09-14,17,16,8,KINGZZZ,mYinsanity,8,24,16
Bpro,16-10,Depreso,A1GamingLeagueGrandFinals,Mirage,2019-09-14,17,16,10,Bpro,Depreso,6,26,16
Bpro,16-10,Depreso,A1GamingLeagueGrandFinals,Overpass,2019-09-14,17,16,10,Bpro,Depreso,6,26,16
Maple,10-16,LucidDream,WESG2019ThailandRegionalFinals,Nuke,2019-09-14,17,10,16,LucidDream,Maple,6,26,16
Maple,16-8 ,LucidDream,WESG2019ThailandRegionalFinals,Mirage,2019-09-14,17,16,8,Maple,LucidDream,8,24,16
Maple,11-16,LucidDream,WESG2019ThailandRegionalFinals,Train,2019-09-14,17,11,16,LucidDream,Maple,5,27,16
Paranoid,11-16,Fiery,WESG2019BruneiRegionalFinals,Dust2,2019-09-14,17,11,16,Fiery,Paranoid,5,27,16
Paranoid,16-19,Fiery,WESG2019BruneiRegionalFinals,Inferno,2019-09-14,17,16,19,Fiery,Paranoid,3,35,19
Ignis,8-16 ,Absolute,OMENChallengerSeries2019JapanQualifier,Train,2019-09-14,17,8,16,Absolute,Ignis,8,24,16
Ignis,14-16,Absolute,OMENChallengerSeries2019JapanQualifier,Overpass,2019-09-14,17,14,16,Absolute,Ignis,2,30,16
Sharks,16-8 ,Supremacy,ESLProLeagueSeason10LatAmNorthOpenQualifier,Inferno,2019-09-14,17,16,8,Sharks,Supremacy,8,24,16
Sharks,16-7 ,Supremacy,ESLProLeagueSeason10LatAmNorthOpenQualifier,Train,2019-09-14,17,16,7,Sharks,Supremacy,9,23,16
NewIdentity,16-4 ,Oceanus,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-14,17,16,4,NewIdentity,Oceanus,12,20,16
NewIdentity,14-16,Oceanus,ECSSeason8NorthAmericaPinnacleCup,Train,2019-09-14,17,14,16,Oceanus,NewIdentity,2,30,16
NewIdentity,16-14,Oceanus,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-14,17,16,14,NewIdentity,Oceanus,2,30,16
RapGang,16-10,Mythic,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-14,17,16,10,RapGang,Mythic,6,26,16
RapGang,19-16,Mythic,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-14,17,19,16,RapGang,Mythic,3,35,19
Altima,10-16,Supremacy,ESLProLeagueSeason10LatAmNorthOpenQualifier,Inferno,2019-09-14,17,10,16,Supremacy,Altima,6,26,16
Altima,9-16 ,Supremacy,ESLProLeagueSeason10LatAmNorthOpenQualifier,Mirage,2019-09-14,17,9,16,Supremacy,Altima,7,25,16
NewIdentity,16-11,BigFrames,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-14,17,16,11,NewIdentity,BigFrames,5,27,16
NewIdentity,16-6 ,BigFrames,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-14,17,16,6,NewIdentity,BigFrames,10,22,16
Oceanus,16-13,RBG,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-14,17,16,13,Oceanus,RBG,3,29,16
Oceanus,12-16,RBG,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-14,17,12,16,RBG,Oceanus,4,28,16
Oceanus,16-1 ,RBG,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-14,17,16,1,Oceanus,RBG,15,17,16
Sharks,16-5 ,ryokas,ESLProLeagueSeason10LatAmNorthOpenQualifier,Vertigo,2019-09-14,17,16,5,Sharks,ryokas,11,21,16
Sharks,16-1 ,ryokas,ESLProLeagueSeason10LatAmNorthOpenQualifier,Train,2019-09-14,17,16,1,Sharks,ryokas,15,17,16
LiviD,17-19,Mythic,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-14,17,17,19,Mythic,LiviD,2,36,19
LiviD,11-16,Mythic,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-14,17,11,16,Mythic,LiviD,5,27,16
Divine,14-16,TeamOne,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-14,17,14,16,TeamOne,Divine,2,30,16
Divine,8-16 ,TeamOne,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-14,17,8,16,TeamOne,Divine,8,24,16
RapGang,6-16 ,TheQuest,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-14,17,6,16,TheQuest,RapGang,10,22,16
RapGang,8-16 ,TheQuest,ECSSeason8NorthAmericaPinnacleCup,Vertigo,2019-09-14,17,8,16,TheQuest,RapGang,8,24,16
RiotSquad,16-4 ,BushidoBoyz,ECSSeason8NorthAmericaPinnacleCup,Train,2019-09-14,17,16,4,RiotSquad,BushidoBoyz,12,20,16
RiotSquad,16-5 ,BushidoBoyz,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-14,17,16,5,RiotSquad,BushidoBoyz,11,21,16
eXploit,14-16,GTZBulls,LPCSSummerSplitFinals,Nuke,2019-09-14,17,14,16,GTZBulls,eXploit,2,30,16
eXploit,19-16,GTZBulls,LPCSSummerSplitFinals,Dust2,2019-09-14,17,19,16,eXploit,GTZBulls,3,35,19
eXploit,16-7 ,GTZBulls,LPCSSummerSplitFinals,Inferno,2019-09-14,17,16,7,eXploit,GTZBulls,9,23,16
Ambush,13-16,Espada,ECSSeason8EuropePinnacleCup,Train,2019-09-14,17,13,16,Espada,Ambush,3,29,16
Ambush,14-16,Espada,ECSSeason8EuropePinnacleCup,Mirage,2019-09-14,17,14,16,Espada,Ambush,2,30,16
Divine,16-9 ,LiviD,ECSSeason8NorthAmericaPinnacleCup,Inferno,2019-09-14,17,16,9,Divine,LiviD,7,25,16
Divine,16-19,LiviD,ECSSeason8NorthAmericaPinnacleCup,Train,2019-09-14,17,16,19,LiviD,Divine,3,35,19
Divine,16-13,LiviD,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-14,17,16,13,Divine,LiviD,3,29,16
NatusVincere,15-15,ENCE,BLASTProSeriesMoscow2019,trn,2019-09-13,17,15,15,TIE,TIE,0,30,15
forZe,16-14,AVANGAR,BLASTProSeriesMoscow2019,d2,2019-09-13,17,16,14,forZe,AVANGAR,2,30,16
NiP,15-15,MIBR,BLASTProSeriesMoscow2019,trn,2019-09-13,17,15,15,TIE,TIE,0,30,15
Heroic,14-16,Spirit,ECSSeason8EuropePinnacleCup,Dust2,2019-09-13,17,14,16,Spirit,Heroic,2,30,16
Heroic,16-5 ,Spirit,ECSSeason8EuropePinnacleCup,Overpass,2019-09-13,17,16,5,Heroic,Spirit,11,21,16
Heroic,16-9 ,Spirit,ECSSeason8EuropePinnacleCup,Mirage,2019-09-13,17,16,9,Heroic,Spirit,7,25,16
m1x,13-16,Windigo,ECSSeason8EuropePinnacleCup,Train,2019-09-13,17,13,16,Windigo,m1x,3,29,16
m1x,16-8 ,Windigo,ECSSeason8EuropePinnacleCup,Mirage,2019-09-13,17,16,8,m1x,Windigo,8,24,16
m1x,16-10,Windigo,ECSSeason8EuropePinnacleCup,Dust2,2019-09-13,17,16,10,m1x,Windigo,6,26,16
NiP,16-12,AVANGAR,BLASTProSeriesMoscow2019,ovp,2019-09-13,17,16,12,NiP,AVANGAR,4,28,16
NatusVincere,12-16,MIBR,BLASTProSeriesMoscow2019,trn,2019-09-13,17,12,16,MIBR,NatusVincere,4,28,16
ENCE,4-16,forZe,BLASTProSeriesMoscow2019,inf,2019-09-13,17,4,16,forZe,ENCE,12,20,16
Heroic,16-14,GamerLegion,DreamHackMastersMalmö2019EuropeClosedQualifier,Mirage,2019-09-13,17,16,14,Heroic,GamerLegion,2,30,16
Heroic,20-22,GamerLegion,DreamHackMastersMalmö2019EuropeClosedQualifier,Overpass,2019-09-13,17,20,22,GamerLegion,Heroic,2,42,22
Heroic,8-16 ,GamerLegion,DreamHackMastersMalmö2019EuropeClosedQualifier,Inferno,2019-09-13,17,8,16,GamerLegion,Heroic,8,24,16
Sprout,0-1,Se7en,ECSSeason8EuropePinnacleCup,-,2019-09-13,17,0,1,Se7en,Sprout,1,1,1
GamerLegion,0-1,Espada,ECSSeason8EuropePinnacleCup,-,2019-09-13,17,0,1,Espada,GamerLegion,1,1,1
Unique,10-16,adwokacik,LOOT.BETSeason4,Train,2019-09-13,17,10,16,adwokacik,Unique,6,26,16
Unique,12-16,adwokacik,LOOT.BETSeason4,Mirage,2019-09-13,17,12,16,adwokacik,Unique,4,28,16
Beyond,9-16 ,DivisionX,ESLProLeagueSeason10ROAQualifier,Inferno,2019-09-13,17,9,16,DivisionX,Beyond,7,25,16
Beyond,16-8 ,DivisionX,ESLProLeagueSeason10ROAQualifier,Dust2,2019-09-13,17,16,8,Beyond,DivisionX,8,24,16
Beyond,16-5 ,DivisionX,ESLProLeagueSeason10ROAQualifier,Vertigo,2019-09-13,17,16,5,Beyond,DivisionX,11,21,16
MovistarRiders,11-16,Se7en,LOOT.BETSeason4,Nuke,2019-09-13,17,11,16,Se7en,MovistarRiders,5,27,16
MovistarRiders,6-16 ,Se7en,LOOT.BETSeason4,Inferno,2019-09-13,17,6,16,Se7en,MovistarRiders,10,22,16
Maple,6-16 ,BTRG,ESLProLeagueSeason10ROAQualifier,Nuke,2019-09-13,17,6,16,BTRG,Maple,10,22,16
Maple,9-16 ,BTRG,ESLProLeagueSeason10ROAQualifier,Overpass,2019-09-13,17,9,16,BTRG,Maple,7,25,16
5POWER,16-19,Invictus,ESLProLeagueSeason9AsiaRelegation,Train,2019-09-13,17,16,19,Invictus,5POWER,3,35,19
5POWER,14-16,Invictus,ESLProLeagueSeason9AsiaRelegation,Dust2,2019-09-13,17,14,16,Invictus,5POWER,2,30,16
TheQuest,19-15,NewIdentity,ECSSeason8NorthAmericaPinnacleCup,Dust2,2019-09-13,17,19,15,TheQuest,NewIdentity,4,34,19
TheQuest,16-4 ,NewIdentity,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-13,17,16,4,TheQuest,NewIdentity,12,20,16
BigFrames,6-16 ,TeamOne,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-13,17,6,16,TeamOne,BigFrames,10,22,16
BigFrames,6-16 ,TeamOne,ECSSeason8NorthAmericaPinnacleCup,Train,2019-09-13,17,6,16,TeamOne,BigFrames,10,22,16
BushidoBoyz,19-16,Oceanus,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-13,17,19,16,BushidoBoyz,Oceanus,3,35,19
BushidoBoyz,16-7 ,Oceanus,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-13,17,16,7,BushidoBoyz,Oceanus,9,23,16
ATK,16-9 ,RiotSquad,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-13,17,16,9,ATK,RiotSquad,7,25,16
ATK,16-8 ,RiotSquad,ECSSeason8NorthAmericaPinnacleCup,Vertigo,2019-09-13,17,16,8,ATK,RiotSquad,8,24,16
RapGang,5-16 ,Sharks,ECSSeason8NorthAmericaPinnacleCup,Inferno,2019-09-13,17,5,16,Sharks,RapGang,11,21,16
RapGang,3-16 ,Sharks,ECSSeason8NorthAmericaPinnacleCup,Train,2019-09-13,17,3,16,Sharks,RapGang,13,19,16
Santos,19-17,Malvinas,AorusLeague2019#3SuperFinal,Nuke,2019-09-13,17,19,17,Santos,Malvinas,2,36,19
Santos,16-11,Malvinas,AorusLeague2019#3SuperFinal,Dust2,2019-09-13,17,16,11,Santos,Malvinas,5,27,16
ATK,16-6 ,TeamOne,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-13,17,16,6,ATK,TeamOne,10,22,16
ATK,13-16,TeamOne,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-13,17,13,16,TeamOne,ATK,3,29,16
ATK,16-8 ,TeamOne,ECSSeason8NorthAmericaPinnacleCup,Dust2,2019-09-13,17,16,8,ATK,TeamOne,8,24,16
NewIdentity,8-16 ,Mythic,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-13,17,8,16,Mythic,NewIdentity,8,24,16
NewIdentity,16-11,Mythic,ECSSeason8NorthAmericaPinnacleCup,Dust2,2019-09-13,17,16,11,NewIdentity,Mythic,5,27,16
NewIdentity,16-14,Mythic,ECSSeason8NorthAmericaPinnacleCup,Inferno,2019-09-13,17,16,14,NewIdentity,Mythic,2,30,16
LiviD,16-10,RBG,ECSSeason8NorthAmericaPinnacleCup,Overpass,2019-09-13,17,16,10,LiviD,RBG,6,26,16
LiviD,16-12,RBG,ECSSeason8NorthAmericaPinnacleCup,Inferno,2019-09-13,17,16,12,LiviD,RBG,4,28,16
BushidoBoyz,11-16,RapGang,ECSSeason8NorthAmericaPinnacleCup,Nuke,2019-09-13,17,11,16,RapGang,BushidoBoyz,5,27,16
BushidoBoyz,7-16 ,RapGang,ECSSeason8NorthAmericaPinnacleCup,Inferno,2019-09-13,17,7,16,RapGang,BushidoBoyz,9,23,16
Sharks,16-3 ,Divine,ECSSeason8NorthAmericaPinnacleCup,Mirage,2019-09-13,17,16,3,Sharks,Divine,13,19,16
Sharks,16-8 ,Divine,ECSSeason8NorthAmericaPinnacleCup,Vertigo,2019-09-13,17,16,8,Sharks,Divine,8,24,16
RiotSquad,16-8 ,TheQuest,ECSSeason8NorthAmericaPinnacleCup,Dust2,2019-09-13,17,16,8,RiotSquad,TheQuest,8,24,16
RiotSquad,16-7 ,TheQuest,ECSSeason8NorthAmericaPinnacleCup,Inferno,2019-09-13,17,16,7,RiotSquad,TheQuest,9,23,16
eUnited,15-19,Envy,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Inferno,2019-09-13,17,15,19,Envy,eUnited,4,34,19
eUnited,14-16,Envy,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Nuke,2019-09-13,17,14,16,Envy,eUnited,2,30,16
Japaleno,0-1,Ambush,ECSSeason8EuropePinnacleCup,-,2019-09-13,17,0,1,Ambush,Japaleno,1,1,1
forZe,0-1,Heretics,ECSSeason8EuropePinnacleCup,-,2019-09-13,17,0,1,Heretics,forZe,1,1,1
Japaleno,16-19,Heretics,ECSSeason8EuropePinnacleCup,Inferno,2019-09-13,17,16,19,Heretics,Japaleno,3,35,19
Japaleno,8-16 ,Heretics,ECSSeason8EuropePinnacleCup,Dust2,2019-09-13,17,8,16,Heretics,Japaleno,8,24,16
BLUEJAYS,6-16 ,Espada,ECSSeason8EuropePinnacleCup,Mirage,2019-09-13,17,6,16,Espada,BLUEJAYS,10,22,16
BLUEJAYS,16-10,Espada,ECSSeason8EuropePinnacleCup,Nuke,2019-09-13,17,16,10,BLUEJAYS,Espada,6,26,16
BLUEJAYS,14-16,Espada,ECSSeason8EuropePinnacleCup,Dust2,2019-09-13,17,14,16,Espada,BLUEJAYS,2,30,16
Divine,16-19,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Nuke,2019-09-13,17,16,19,Sharks,Divine,3,35,19
Divine,16-11,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Inferno,2019-09-13,17,16,11,Divine,Sharks,5,27,16
Divine,9-16 ,Sharks,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Vertigo,2019-09-13,17,9,16,Sharks,Divine,7,25,16
m1x,14-16,Tricked,ECSSeason8EuropePinnacleCup,Mirage,2019-09-13,17,14,16,Tricked,m1x,2,30,16
m1x,16-7 ,Tricked,ECSSeason8EuropePinnacleCup,Overpass,2019-09-13,17,16,7,m1x,Tricked,9,23,16
m1x,5-16 ,Tricked,ECSSeason8EuropePinnacleCup,Train,2019-09-13,17,5,16,Tricked,m1x,11,21,16
Sprout,13-16,Windigo,ECSSeason8EuropePinnacleCup,Overpass,2019-09-13,17,13,16,Windigo,Sprout,3,29,16
Sprout,10-16,Windigo,ECSSeason8EuropePinnacleCup,Inferno,2019-09-13,17,10,16,Windigo,Sprout,6,26,16
GamerLegion,11-16,Spirit,ECSSeason8EuropePinnacleCup,Dust2,2019-09-13,17,11,16,Spirit,GamerLegion,5,27,16
GamerLegion,10-16,Spirit,ECSSeason8EuropePinnacleCup,Train,2019-09-13,17,10,16,Spirit,GamerLegion,6,26,16
Heroic,16-3 ,Se7en,ECSSeason8EuropePinnacleCup,Overpass,2019-09-13,17,16,3,Heroic,Se7en,13,19,16
Heroic,16-10,Se7en,ECSSeason8EuropePinnacleCup,Inferno,2019-09-13,17,16,10,Heroic,Se7en,6,26,16
BIG,16-10,forZe,ECSSeason8EuropePinnacleCup,Mirage,2019-09-13,17,16,10,BIG,forZe,6,26,16
BIG,16-12,forZe,ECSSeason8EuropePinnacleCup,Overpass,2019-09-13,17,16,12,BIG,forZe,4,28,16
SwolePatrol,16-12,ATK,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Inferno,2019-09-13,17,16,12,SwolePatrol,ATK,4,28,16
SwolePatrol,14-16,ATK,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Mirage,2019-09-13,17,14,16,ATK,SwolePatrol,2,30,16
SwolePatrol,17-19,ATK,DreamHackMastersMalmö2019NorthAmericaClosedQualifier,Dust2,2019-09-13,17,17,19,ATK,SwolePatrol,2,36,19
Baecon,10-16,GTZBulls,LPCSSummerSplitFinals,Nuke,2019-09-13,17,10,16,GTZBulls,Baecon,6,26,16
Baecon,11-16,GTZBulls,LPCSSummerSplitFinals,Vertigo,2019-09-13,17,11,16,GTZBulls,Baecon,5,27,16
Ambush,1-0,CR4ZY,ECSSeason8EuropePinnacleCup,-,2019-09-12,17,1,0,Ambush,CR4ZY,1,1,1
Sprout,14-16,forZe,ECSSeason8EuropePinnacleCup,Train,2019-09-12,17,14,16,forZe,Sprout,2,30,16
Sprout,16-13,forZe,ECSSeason8EuropePinnacleCup,Dust2,2019-09-12,17,16,13,Sprout,forZe,3,29,16
Sprout,17-19,forZe,ECSSeason8EuropePinnacleCup,Inferno,2019-09-12,17,17,19,forZe,Sprout,2,36,19
Ambush,16-7 ,Heretics,ECSSeason8EuropePinnacleCup,Overpass,2019-09-12,17,16,7,Ambush,Heretics,9,23,16
Ambush,11-16,Heretics,ECSSeason8EuropePinnacleCup,Dust2,2019-09-12,17,11,16,Heretics,Ambush,5,27,16
Ambush,9-16 ,Heretics,ECSSeason8EuropePinnacleCup,Inferno,2019-09-12,17,9,16,Heretics,Ambush,7,25,16
m1x,16-8 ,Japaleno,ECSSeason8EuropePinnacleCup,Mirage,2019-09-12,17,16,8,m1x,Japaleno,8,24,16
m1x,9-16 ,Japaleno,ECSSeason8EuropePinnacleCup,Inferno,2019-09-12,17,9,16,Japaleno,m1x,7,25,16
m1x,16-14,Japaleno,ECSSeason8EuropePinnacleCup,Train,2019-09-12,17,16,14,m1x,Japaleno,2,30,16
Se7en,16-11,BLUEJAYS,ECSSeason8EuropePinnacleCup,Inferno,2019-09-12,17,16,11,Se7en,BLUEJAYS,5,27,16
Se7en,9-16 ,BLUEJAYS,ECSSeason8EuropePinnacleCup,Nuke,2019-09-12,17,9,16,BLUEJAYS,Se7en,7,25,16
Se7en,16-9 ,BLUEJAYS,ECSSeason8EuropePinnacleCup,Train,2019-09-12,17,16,9,Se7en,BLUEJAYS,7,25,16
mousesports,10-16,CR4ZY,DreamHackMastersMalmö2019EuropeClosedQualifier,Dust2,2019-09-12,17,10,16,CR4ZY,mousesports,6,26,16
mousesports,16-5 ,CR4ZY,DreamHackMastersMalmö2019EuropeClosedQualifier,Overpass,2019-09-12,17,16,5,mousesports,CR4ZY,11,21,16
mousesports,16-8 ,CR4ZY,DreamHackMastersMalmö2019EuropeClosedQualifier,Train,2019-09-12,17,16,8,mousesports,CR4ZY,8,24,16
